tieu_de,mo_ta,dien_tich_dat,dien_tich_su_dung,chieu_ngang,tong_so_tang,so_phong_ngu,loai_hinh,giay_to_phap_ly,tinh_trang_noi_that,huong_cua_chinh,dac_diem,dia_chi_cu,dia_chi_moi,gia_ban
"BÁN NHÀ NGAY TRUNG TÂM, NGUYỄN CỬU VÂN - BÌNH THẠNH","BÁN NHÀ KHU BỜ KÈ TRƯỜNG SA- HẺM THÔNG NGUYỄN CỬU VÂN
- Nhà 2 lầu - DT: 3,4* 17m- CN: 59m² (cn đủ trên sổ) - DTSD: 75m²- hoàn công đầy đủ.
- 3 phòng ngủ lớn( có pn trệt cho người lớn tuổi) , 2 wc, 1pk,1 bếp, có sân sau lớn trồng cây, giặt sấy... tất cả phòng ngủ đều có cửa sổ lấy sáng.
- Hẻm thông nhiều tuyến đường: hẻm 75 Nguyễn Cửu Vân , Phan văn Hân..,Nguyễn Thị Minh Khai quận 1....
- Ngay cầu Thị Nghè, khu ăn uống, nhiều trường học , ngân hàng,....
- Giáp quận 1, trung tâm chỉ 5-10 phút di chuyển
- phù hợp gia đình đông người,......",59.0,75.0,3.4705882352941178,2.0,3.0,nha_ngo_hem,da_co_so,noi_that_day_du,dong_nam,nha_no_hau,phuong_17_quan_binh_thanh,phuong_gia_dinh,6.78
Trung tâm Bình Thạnh - Nhà đẹp 4 Tầng - Giáp Q.1 - Ngay KP ẩm thực,"Vị trí VIP Khu ẩm thực PXL & Vạn Kiếp.

Kết cấu: 1 Trệt, 2 Lầu, Sân thượng (Đúc BTCT chắc chắn).

Công năng: 2 PN Master. Full nội thất.

Tiện ích: ngay chợ, trường học, bệnh viện, di chuyển sang Quận 1 cực nhanh.",22.0,66.0,2.7349588662354685,4.0,2.0,nha_ngo_hem,da_co_so,noi_that_cao_cap,nam,hien_trang_khac,phuong_3_quan_binh_thanh,phuong_gia_dinh,5.35
"NHỈNH 6Đ – HẺM THÔNG PHAN VĂN TRỊ, P.11, BÌNH THẠNH","🏗 Kết cấu: Trệt + lầu BTCT • 3PN/3WC
📐 Diện tích: 43/52m² (4.2 x 12.5m)
Không quy hoạch – không lộ giới
Hẻm xe hơi nhỏ tới nhà, cách hẻm xe tải 30m",52.0,104.0,4.16,1.0,3.0,nha_ngo_hem,da_co_so,noi_that_cao_cap,tay_nam,hem_xe_hoi,phuong_11_quan_binh_thanh,phuong_binh_loi_trung,6.0
🔥NHÀ ĐẸP-ĐÓN TẾT 🔥 PHAN VĂN TRỊ -BÌNH THẠNH - 30M RA MẶT TIỀN - 4 TẦNG,"🔥NHÀ ĐẸP-ĐÓN TẾT 🔥 PHAN VĂN TRỊ -BÌNH THẠNH - 30M RA MẶT TIỀN - 4 TẦNG BTCT 5PN MỚI ĐẸP - DT 36M² (3.6x10) - SD 140M² 
SỔ A4 - CHỈ 6,868 TỶ


❤️Kết cấu: 4 tầng BTCT kiên cố. Gồm 5PN, 3WC, PK, bếp, sân để xe, sân thượng trước sau, giếng trời thoáng sáng.
🔥Diện tích: 36m² (3.6x10), công nhận đủ trên sổ. Tổng DTSD 140m
👉Khu dân cư hiện hữu, lộ giới không đáng kể. Hàng xóm cao tầng thân thiện, dân trí cao, an ninh.
👉Phù hợp ở hoặc cho thuê giữ tiền
👉Pháp lý sạch, hoàn công đủ, sổ A4 cất két, công chứng ngay

❤️❤️*** Trang",36.0,140.0,3.6,4.0,5.0,nha_ngo_hem,da_co_so,chua_xac_dinh,tay_nam,hien_trang_khac,phuong_13_quan_binh_thanh,phuong_binh_loi_trung,6.868
🏡 NƠ TRANG LONG – P.12 – BÌNH THẠNH,"👉 Vị trí hiếm: cách mặt tiền đúng 1 căn, tiềm năng tương lai ra mặt tiền – xe hơi ngủ trong nhà

📐 Diện tích: 5x 12m
📜 Công nhận: 48.7m² (sổ đủ)
🏗 Kết cấu: 1 trệt – 1 lầu
🛏 Gồm: 3 phòng ngủ – 2 WC",48.7,98.0,4.058333333333334,2.0,3.0,nha_ngo_hem,da_co_so,noi_that_day_du,tay,hien_trang_khac,phuong_12_quan_binh_thanh,phuong_binh_thanh,7.0
"2 Tầng, Không LG, QH, 32 m2, 2PN, 2WC chỉ 3.98 tỷ","Nhà gần cầu thị Nghè, Phan Văn Hân, nhà đẹp Full nội thất

2PN, 2WC, di chuyển nhanh qua Nguyễn Thị Minh Khai, gần Hàng Xanh, giá *** phân khúc

Khu dân cư hiện hữu, khu nhà cao tầng, kế dự án phóng đường, di chuyển thuận lợi, tương lai sinh lời mạnh

Xem nhà gọi Hieu Htpc BĐS nha. Trân trọng cám ơn

#hieuhtpcbds",32.0,64.0,3.298484500494128,2.0,2.0,nha_ngo_hem,da_co_so,noi_that_cao_cap,dong_bac,hien_trang_khac,phuong_17_quan_binh_thanh,phuong_gia_dinh,3.98
"Bán nhà 3 lầu hxh 5/ Nơ Trang Long, p7, Bình Thạnh - 27m2 đất - 4,5 ty","Bán nhà 3 lầu hxh số 5 Nơ Trang Long F 7 Bình Thạnh
- Dt: 3m x 9m 
- Nhà 3 lầu 
- Hẽm Xe Tải Buôn Bán kinh doanh thoải mái
- Sổ Hồng Chính chủ

- Giá 4.5 tỷ thương lương",27.0,80.0,3.0,3.0,2.0,nha_ngo_hem,da_co_so,noi_that_day_du,nam,hem_xe_hoi,phuong_7_quan_binh_thanh,phuong_gia_dinh,4.5
DIỆN TÍCH LỚN – HXH VÀO NHÀ – THÔNG SỐ ĐẸP,"📐 Diện tích: 4.5x18
🏗 Hiện trạng: trệt + 1 lầu – xác định bán đất, tiện xây mới theo nhu cầu
Không lộ giới, không quy hoạch
Xe hơi vào tận cửa, hẻm thông
Nhỉnh 6T",81.0,162.0,4.5,1.0,2.0,nha_ngo_hem,da_co_so,noi_that_day_du,tay,nha_top_hau,phuong_6_quan_binh_thanh,phuong_binh_loi_trung,6.0
"Sổ riêng, Nở Hậu, 8.5 m2, 3 Tầng, 2PN, 1.9 tỷ","Hẻm rộng, có 3 Tầng, nhà có 2PN
Nhỏ xinh, sổ hồng riêng, tường riêng, nhà còn mới, ở ngay
Đất ở, không quy hoạch, mua ở lâu dài rất an tâm. 
Sân bên ngoài rộng, để xe thoải mái
Nhà gần nhà thờ Mông Triệu, Cầu Thị Nghè, ngã tư Hàng Xanh… rất thuận tiện học hành và làm việc, kinh doanh

Xem nhà gọi Hieu Htpc BĐS. Trân trọng cám ơn",10.0,26.0,1.8439088914585773,3.0,2.0,nha_ngo_hem,da_co_so,chua_xac_dinh,dong_nam,hien_trang_khac,phuong_21_quan_binh_thanh,phuong_thanh_my_tay,1.9
Bán Nhà Giáp Quận 1 P.26 Bình Thạnh 2PN Master 33m2 Chỉ Nhỉnh 3 Tỷ,"- Kết cấu: Trệt, lầu đúc kiên cố. Gồm 2PN, 2WC, PK & bếp mở
- Tặng Full nội thất sang xịn mịn: Sofa, máy lạnh, tủ bếp, giường, nệm, chăn, ga, tủ
- Vị trí: Ngay Phan Văn Hân, Phường Gia Định (P.17), Bình Thạnh. Cách Q.1 một cây cầu, giáp Trường Sa - Hoàng Sa, Xô Viết Nghệ Tĩnh, tiện ích ko thiếu gì. Sát bên 4 trường ĐH: Hutech, Hồng Bàng, UEF…
- Pháp lý sạch, hoàn công đủ, công chứng nhanh.

Gọi ngay cho em Duy 24/24 để được chăm sóc, em nói không với tin ảo",33.0,66.0,3.349626844888845,2.0,2.0,nha_ngo_hem,da_co_so,chua_xac_dinh,dong_bac,hien_trang_khac,phuong_26_quan_binh_thanh,phuong_binh_thanh,3.98
[NGANG 5M] 2PN_2WC_NHÀ MỚI_ HẺM RỘNG_NỘI THẤT ĐẦY ĐỦ,"DIỆN TÍCH LỚN_NGANG 5M

🔹️ Nhà mới đẹp
🔹️ 2PN 2WC. 
🔹️ Nội thất xinh xắn.
🔹️ Có khoảng sân rộng tháng mát
🔹️ Hẻm ba gác
🔹️ Sổ mới đẹp

✨️Giá chủ chào bán: 3ty790 (thương lượng chính chủ)",54.0,54.0,4.28485705712571,1.0,2.0,nha_ngo_hem,da_co_so,noi_that_day_du,nam,hien_trang_khac,phuong_28_quan_binh_thanh,phuong_binh_quoi,3.79
[ 2 TỶ440] CÓ NGAY NHÀ BÌNH THẠNH_ HXH_SHR_LÔ GÓC 2 MT,"HẺM XE HƠI THÔNG - SHR 

Nguyên Hồng_Q. Bình Thạnh

🚩 Kết cấu : 1Trệt_ 1 Lầu , 1PN_2WC
( có thể làm thêm 1 PN cơi nới)
🚩 Bán Kính 200m đầy đủ tiện ích , không thiếu thứ gì , trường học các cấp , gần chợ ….
🚩 Khu dân trí
🚩 Pháp lý chuẩn , công chứng ngay, SHR

✨️Giá chủ chào bán: 2ty440(thương lượng chính chủ) 

📲 GỌI XEM NHÀ NGAY: *** (Call,Zalo) 

#nhadatquanbinhthanh #nhaphobinhthanh #nhadepquanbinhthanh #TungBinhThanh",21.0,50.0,2.6720778431774774,2.0,2.0,nha_ngo_hem,da_co_so,noi_that_day_du,nam,hien_trang_khac,phuong_11_quan_binh_thanh,phuong_binh_loi_trung,2.44
[29M2] _2PN_BÌNH THẠNH_2 TẦNG,"[ Bình Quới_Q.Bình Thạnh ]

🔰 1 trệt_1 lầu 
🔰 2 PN_ 1WC
🔰 Hẻm 3m

✨️Giá chủ chào bán: 2ty590 (thương lượng chính chủ) 

#nhadatquanbinhthanh #nhaphobinhthanh #nhadepquanbinhthanh #TungBinhThanh",29.0,58.0,3.1400636936215163,2.0,2.0,nha_ngo_hem,da_co_so,noi_that_day_du,dong_nam,hien_trang_khac,phuong_28_quan_binh_thanh,phuong_binh_quoi,2.59
NHÀ MỚI ĐÓN TẾT HẺM XE HƠI 4 TẦNG SÂN THƯỢNG TRUNG TÂM BÌNH THẠNH,"Kết cấu: 1 trệt, 3 lầu sân thượng 👉gồm 3 phòng ngủ master lớn ,4 toilet ..  
👉Vị trí đẹp khu sang trọng hẻm sang sạch , dân trí cao xung quanh toàn nhà cao tầng ..￼
Thích hợp gia đình mua về ở ngay đón tết 2026",40.0,120.0,4.0,4.0,3.0,nha_ngo_hem,da_co_so,noi_that_cao_cap,tay_nam,nha_no_hau,phuong_7_quan_binh_thanh,phuong_gia_dinh,6.9
"👍 NHÀ XÂY BTCT KIÊN CỐ – TẠI 332/ PHAN VĂN TRỊ, P11, BÌNH THẠNH 👍 DT:","👍 NHÀ XÂY BTCT KIÊN CỐ – TẠI 332/ PHAN VĂN TRỊ, P11, BÌNH THẠNH
👍 DT: 3.7 x 10m – CN 45.7m² – nở hậu 4.7m
✔️ KC: Trệt 1 lầu – 2PN, 2WC (có thể cải tạo thêm PN dưới trệt)
✔️ Pháp lý: Sổ hồng riêng
✔️ Nội thất: Nhà kiên cố, sạch đẹp
👉 Vị trí: HXH tới nhà – khu phố an ninh, gần Phan Văn Trị – trung tâm Bình Thạnh
💰 Giá: 6,49 tỷ – thương lượng
📱 Lh: *** Trang",46.0,46.0,4.181818181818182,2.0,2.0,nha_ngo_hem,da_co_so,chua_xac_dinh,tay_bac,hem_xe_hoi,phuong_13_quan_binh_thanh,phuong_binh_loi_trung,6.49
KHU ĐƯỜNG D P25 B.THẠNH - 45m2 - CHƯA QUA ĐẦU TƯ - 4.8TỶ TL,"- Diện tích: 3.6m x 13m
- K/c: 1 trệt 1 lầu, 2pn3wc ( có thể cải tạo thêm )
- Nằm giữa 5 trường Đại học có thể cho thuê dòng tiền tốt
- Pháp lý sạch sẽ, 0 lộ giới quy hoạch",45.0,90.0,3.4615384615384617,2.0,2.0,nha_ngo_hem,da_co_so,noi_that_day_du,tay_bac,nha_no_hau,phuong_25_quan_binh_thanh,phuong_thanh_my_tay,4.8
"🔥 HXH 6m ĐIỆN BIÊN PHỦ, NGUYỄN CỬU VÂN, HIẾM, DT 64 m2 TIỆN XÂY MỚI.","🔥 HXH 6m ĐIỆN BIÊN PHỦ, NGUYỄN CỬU VÂN, HIẾM, DT 66m2 TIỆN XÂY MỚI. 
Dt: 3,3m x 20 m. ( nở hậu nhẹ) 

🌺 Giá 6,5ty.
 

#nhabinhthanh #hemxehoibinhthanh #binhthanh #nhadepbinhthanh #nhamoibinhthanh",66.0,128.0,3.3,2.0,6.0,nha_ngo_hem,da_co_so,chua_xac_dinh,tay_bac,hem_xe_hoi,phuong_17_quan_binh_thanh,phuong_gia_dinh,6.5
SIÊU PHẨM HẺM OTO TẬN CỬA - PHAN XÍCH LONG – VẠN KIẾP - P.3 BÌNH THẠNH,"DT: 36m² (4.1 x 8m nở hậu 4.8m), gồm 1 Trệt + 1 lửng + 2 lầu sân thượng BTCT
🌿 3PN – 4WC, full nội thất cao cấp
• Ngay Phố ẩm thực Phan Xích Long - gần khu vực cầu bông, chợ bà chiểu, di chuyển các quận thuận tiện
📝 Sổ hồng riêng, công chứng ngay

☎️Liên hệ: *** & *** (Hiếu), để xem nhà",36.0,36.0,4.5,4.0,3.0,nha_ngo_hem,da_co_so,noi_that_cao_cap,tay_nam,hem_xe_hoi,phuong_3_quan_binh_thanh,phuong_gia_dinh,7.6
"❤️‍🔥 54M2 X 2 TẦNG Đúc Bê Tông - MỚI Ở NGAY 5x12 với 3PN - 5,7 Tỷ tl","❤️‍🔥❤️‍🔥 54M2 X 2 TẦNG Đúc Bê Tông - MỚI Ở NGAY 5x12 với 3P Ngủ Siêu Rộng
💥💥 Chỉ 5,7 Tỷ 
🌍 NGUYỄN HỮU CẢNH p22 BÌNH THẠNH landmark 81 - Ngay Cầu Thủ Thiêm giáp Q1 

🎯 Diện tích: 54M2 Ngang 5m dài 12m 
Kết cấu: 1 trệt 1lầu đúc btct, 

🛎 Tổng 3phòng ngủ, 2wc, phòng khách, bếp, ban công sân thượng, có phòng ngủ dưới trệt cho người lớn tuổi

🚍Nhà ngang lớn nên cực kỳ thoáng, sáng, phòng nào cũng có cửa sổ, ánh sáng ngập tràng.

🏆🏆 Vị trí: Nguyễn Hữu Cảnh, Võ Duy Ninh gần Vinhomes Tân Cảng, ngay toà Sunwah tiện ích 5 sao bán kính 100m.,

📕📕 Sổ hồng chính chủ, công chứng giao dịch nhanh - ib Hậu Hậu",54.0,108.0,4.5,2.0,3.0,nha_ngo_hem,da_co_so,hoan_thien_co_ban,dong_bac,hem_xe_hoi,phuong_22_quan_binh_thanh,phuong_thanh_my_tay,5.7
HẺM XE HƠI - CÁCH MẶT T.IỀN 2 CĂN – 5 TẦNG BTCT – 5. X TỶ,"📍 Vị trí: Lê Quang Định, P.11, Bình Thạnh
• Giáp Nguyễn Văn Đậu – Nguyễn Thượng Hiền
• Hẻm xe hơi, thẳng trục, sạch đẹp
• Kết cấu: Trệt + 3 lầu + sân thượng (BTCT)
• 2 PN Master – 3 WC
• Phòng khách – Bếp – Giếng trời thoáng sáng
• Tặng FULL nội thất cao cấp
📞 Chiêu Anh: ***",23.0,23.0,3.8333333333333335,5.0,2.0,nha_ngo_hem,da_co_so,noi_that_cao_cap,tay_bac,hem_xe_hoi,phuong_7_quan_binh_thanh,phuong_gia_dinh,5.68
🍒CHỈ 7💰 HƠN CÓ NGAY 🏠 36M2 5X8 NỞ HẬU 4 TẦNG KHU ẨM THỰC VẠN KIẾP,"✅DT: 36m2 ( 5 x 8), 1T Lửng 2 Lầu, 3PN 4WC
🍒Nhà mới dọn vào là ở ngay 💥
✅VT: Khu ẩm thực Vạn Kiếp, hàng xóm Q1 - PN chỉ 2P đi xe, h3g thông thoáng, yên tĩnh, dân trí cao.
✅Xung quanh nhiều trường học - BV - Chợ...
📕PL chuẩn, hoàn công đủ, nở hậu tài lộc, công chứng 1p30s.

☎LH: Nguyễn Phúc Định để được tư vấn và xem nhà miễn phí.
MS: VK2143",36.0,144.0,4.5,4.0,3.0,nha_ngo_hem,da_co_so,noi_that_cao_cap,tay_nam,nha_no_hau,phuong_3_quan_binh_thanh,phuong_gia_dinh,7.8
"NHÀ NÁT TRẦN BÌNH TRỌNG 4x12 GIÁ 4,99 TỶ HẺM XE 3 GÁC","NHÀ NÁT TRẦN BÌNH TRỌNG 4x12 GIÁ 4,99 TỶ HẺM XE 3 GÁC,SÁT HẺM XE HƠI,XÂY ĐƯỢC 1 TRỆT 2 LẦU 1 SÂN THƯỢNG,RẤT THÍCH HỢP XÂY CHDV,GẦN NGUYỄN VĂN ĐẬU,PHAN VĂN TRỊ,LÊ QUANG ĐỊNH.",48.0,48.0,4.0,2.0,2.0,nha_ngo_hem,da_co_so,chua_xac_dinh,tay_nam,nha_nat,phuong_5_quan_binh_thanh,phuong_binh_loi_trung,4.99
NHANH TAY 🔥HẺM 3 GÁC BÙI ĐÌNH TUÝ - 41M2 - 💰💰4.15 TỶ 🔥,"NHANH TAY 🔥HẺM 3 GÁC BÙI ĐÌNH TUÝ - 41M2 - 💰💰4.15 TỶ 🔥

❤️❤️Thương lượng với chủ 
👉Kết cấu: 1 trệt 1 lửng, 1 phòng tầng trệt 1 tolet. Nhà cũ tiện xây mới.
👉Hẻm 3 gác có sân để xe rộng rãi.
👉Khu vực sầm uất, tiện ích không thiếu gì.
📕Sổ hồng riêng, 

📞*** Trang",41.0,41.0,3.5652173913043477,2.0,1.0,nha_ngo_hem,da_co_so,chua_xac_dinh,tay_bac,nha_nat,phuong_12_quan_binh_thanh,phuong_binh_thanh,4.125
41m2- Bùi Đình Túy - phù hợp xây mới chỉ 4tỷ1,"HẺM 3 GÁC BÙI ĐÌNH TUÝ - 41M2 - 4.1 TỶ - chia ra chỉ 100tr/m2
Mô tả: 
+ Kết cấu: 1 trệt 1 lửng, 1 phòng tầng trệt 1 tolet. Nhà cũ tiện xây mới.
+ Hẻm 3 gác có sân để xe rộng rãi.
☎️ ( Tân Nguyễn)
Chuyên Nhà BT , GV,PN, Trung Tâm HcM
MSBT334.6BDTP14",41.0,90.0,3.9047619047619047,2.0,2.0,nha_ngo_hem,da_co_so,ban_giao_tho,tay_nam,hem_xe_hoi,phuong_14_quan_binh_thanh,phuong_binh_thanh,4.1
NGỘP BANK NHÀ LÊ QUANG ĐỊNH BÌNH THẠNH 3x10 GIÁ 4.5 TY.,"CHỦ NGỘP BANK GIẢM 300 TRIỆU CÒN 4.5 TỶ ,NHÀ 2.5 TẦNG, 3x10 2PN 2WC CÁCH 2 CĂN RA HẺM XE TẢI,GẦN NGÃ 4 NGUYỄN VĂN ĐẬU,ĐƯỜNG TRƯỚC NHÀ 4M ĐỂ XE THOẢI MÁI,SỔ HỒNG RIÊNG.",28.8,57.6,2.88,5.0,2.0,nha_ngo_hem,da_co_so,chua_xac_dinh,dong_bac,hien_trang_khac,phuong_5_quan_binh_thanh,phuong_binh_loi_trung,4.5
"Lô Góc oto đỗ cửa Phan Văn Trị - 3 Tầng BTCT - (3,5x12) - 7,8 Tỷ","Dt: 34m2 ( Không lộ giới)

- Kết cấu: 1 Trệt, 2 Lầu, Sân thượng cây xanh mát Chill Chill cả ngày, P.Khách, P.Bếp, 4 P.Ngủ, 4 WC. 

Tất cả các phòng đều có cửa sổ rất thông thoáng mát mẻ cả ngày

- Đường 7m ô tô tránh nhau, đậu đỗ ngày đêm, gần chợ Cây Thị, Phạm Văn Đồng...

- Sổ hồng riêng, chính chủ. 
📞Liên Hệ: ***( Đạt Nhà Phố)",34.0,65.4,2.8333333333333335,3.0,4.0,nha_ngo_hem,da_co_so,noi_that_cao_cap,tay_nam,hem_xe_hoi,phuong_11_quan_binh_thanh,phuong_binh_loi_trung,7.8
"BÁN NHÀ MỚI- ĐỦ NỘI THẤT, NGAY VẠN KIẾP- BÌNH THẠNH","MS2603
Bán nhà ngay đường Vạn Kiếp, phố ẩm thực Phan Xích Long Bình Thạnh
- DT : 40m2 
- Kết cấu: 1 trệt lửng 2 lầu, 3PN 4WC FULL nội thất ở ngay.
- Kết nối nhanh Q1, Q3 5-10 phút di chuyển.
- Giá 7.850 tỷ ( làm việc chính chủ còn thương lượng ).

* Thông tin THẬT, nhà THẬT, giá THẬT, Ảnh THẬT 100%.
* Không treo đầu dê, không báo giá ảo.
* Liên hệ 0795 633 *** em phát để xem nhà trực tiếp
* Làm việc tận tâm, rõ ràng, không mất thời gian của anh/chị.
* Chuyên nhà khu Bình Thạnh, Gò Vấp, Phú Nhuận, pháp lý rõ ràng.",40.0,40.0,4.0,4.0,3.0,nha_ngo_hem,da_co_so,noi_that_cao_cap,tay_nam,hem_xe_hoi,phuong_3_quan_binh_thanh,phuong_gia_dinh,7.8
"bán nhà DT 50,2m2 giá 5tỷ960 đường Nguyễn Cửu Vân P17 Bình Thạnh","- Gần cầu Thị Nghè 1 hướng đi Xô Viết Nghệ Tĩnh
- Diện tích: 50,2m2(4,2x11,9)
- Kết cấu: 1 trệt 1 lầu 2 phòng ngủ 2 wc
- Hẻm 5m xe hơi ra vào thoải mái
- Sổ hồng riêng chính chủ công chứng trong ngày
- Có hợp đồng cho thuê 10tr/tháng
- Hỗ trợ vay lên đến 70%",50.2,38.8,4.131343607108951,2.0,2.0,nha_ngo_hem,da_co_so,chua_xac_dinh,dong_nam,hem_xe_hoi,phuong_17_quan_binh_thanh,phuong_gia_dinh,5.96
🔥HIẾM CỰC- Nhà Lê Văn Duyệt giáp Q1-Hẻm ôto tránh 4.2x10m- 4 TẦNG 5.7Đ,"VỊ TRÍ VÀNG, CÁCH Q1 CHỈ CÂY CẦU BÔNG
Hẻm xe hơi Lê Văn Duyệt- Bình Thạnh mặt tiền kinh doanh đa ngành nghề
💥 kết cấu trệt 2 lầu 3p3wc, sân thượng 
💥Pháp lý chuẩn, sổ hồng riêng, nhà mới ở liền
☎️ Lh Thương để xem nhà và thương lượng giá ***",42.0,145.0,4.2,4.0,3.0,nha_ngo_hem,da_co_so,hoan_thien_co_ban,nam,hem_xe_hoi,phuong_1_quan_binh_thanh,phuong_gia_dinh,5.7
"bán nhà bùi đình tuý ngang 4,5x10 6ty6 thương lượng","BÁN NHÀ MỚI XÂY – TRUNG TÂM BÌNH THẠNH
📍 Địa chỉ: 170 Bùi Đình Túy, P.12, Q. Bình Thạnh
 Kết cấu:
 • 1 trệt, 1 lầu
 • Gồm: 2 phòng ngủ, 2 toilet, 2 bếp, 1 phòng khách
 • Nhà mới xây, thiết kế đơn giản, hiện đại, dọn vào ở ngay
Diện tích: 4.5m x 10
Giá bán: 6.28 bl",45.0,84.0,4.5,2.0,2.0,nha_ngo_hem,da_co_so,chua_xac_dinh,nam,hien_trang_khac,phuong_12_quan_binh_thanh,phuong_binh_thanh,6.28
"58m2, Trần Bình Trọng, hẻm xe hơi vài bước","Nhà cấp 4, tiện xây chdv 4 tầng, khu an ninh, dân trí cao, yên tĩnh; sổ hồng cc",37.0,58.0,3.5468295701936396,4.0,1.0,nha_ngo_hem,da_co_so,chua_xac_dinh,tay_bac,hem_xe_hoi,phuong_5_quan_binh_thanh,phuong_binh_loi_trung,4.7
🍒HIẾM TTBT ĐIỆN BIÊN PHỦ P.17 🏠DT 25M2 3X9 2 TẦNG NỞ HẬU💰3.9 TỶ TL,"✅DT: 25m2 (3 x 9), 1T 1L, 2PN 2WC
🍒NHÀ ĐANG CHO THUÊ 9T/TH
✅VT: Giáp Hàng Xanh, cách MT 5 căn, h3g thoáng mát, yên tĩnh.
📕Shr, PL chuẩn, nở hậu, công chứng 1p30s

☎LH: Nguyễn Phúc Định để được tư vấn và xem nhà miễn phí.
📁MS: ĐBP4901",25.0,50.0,2.7777777777777777,2.0,2.0,nha_ngo_hem,da_co_so,noi_that_day_du,dong_nam,nha_no_hau,phuong_17_quan_binh_thanh,phuong_gia_dinh,3.9
CĂN GÓC-39M2- 5 LẦU- HẺM XE HƠI- PHƯỜNG 6 - BÌNH THANH- ⭐ 7.X TỶ,"🌟 CĂN GÓC- 5 LẦU- HẺM XE HƠI- PHƯỜNG 6 - BÌNH THANH- ⭐ 7.X TỶ
✅ Diện tích : 39 m2- Ngang 4,7 x 9 m
Vị trí : Hoàng hoa thám gần phan đăng lưu
Hẻm cây xanh thông thoáng, yên tĩnh",39.0,160.0,4.333333333333333,5.0,4.0,nha_ngo_hem,da_co_so,noi_that_cao_cap,dong_nam,hem_xe_hoi,phuong_6_quan_binh_thanh,phuong_binh_loi_trung,7.6
Nhà hẻm oto thông thoáng 1 trệt 1 lầu 4t75,"Bán nhà hẻm oto 4m thông thoáng Bình Lợi Trung tphcm (Bình Thạnh cũ).
+ kết cấu: 1 trệt 1 lầu 2pn 2wc 
+ ban công chill chill
+ tổng dt full sử dụng 30M2 (4×7.5)
+ hẻm oto thông thoáng gần chợ 
+ full nội thất, thích hợp vợ chồng mới cưới xách vali vào ở thôi
+ sổ hồng riêng biệt, hoàn công đầy đủ, công chứng mua bán liền tay.
LH: Phong Trần",30.0,30.0,4.0,2.0,2.0,nha_ngo_hem,da_co_so,noi_that_day_du,nam,hem_xe_hoi,phuong_5_quan_binh_thanh,phuong_binh_loi_trung,4.75
DIÊN HỒNG BÌNH THẠNH 28M2 3PN 2WC GIÁ 3.7 TỶ VÀI BƯỚC RA CHỢ BÀ CHIỂU.,"DIÊN HỒNG BÌNH THẠNH 28M2 3PN 2WC GIÁ 3.7 TỶ VÀI BƯỚC RA CHỢ BÀ CHIỂU,NHÀ MỚI Ở NGAY,SỔ HỒNG RIÊNG CÔNG CHỨNG NGAY.",28.0,47.2,2.1538461538461537,1.0,3.0,nha_ngo_hem,da_co_so,chua_xac_dinh,dong_nam,hien_trang_khac,phuong_1_quan_binh_thanh,phuong_gia_dinh,3.7
Nhà hẻm oto 16c sát mặt tiền Lê Quang Định 5ty88,"Nhà hẻm oto 16c tới cổng, sát mặt tiền đường Lê Quang Định vài bước chân, tiện ích xung quanh đầy đủ,
+ diện tích sổ 23M2 (3,7×6) <-> (diện tích sàn 100M2 vuông vức)
+ kết cấu: 1 trệt 3 lầu - 2pn - 3toilet - phòng khách - bếp - giếng trời
+ full nội thất cao cấp - xách vali vào ở
+ thiết kế hiện đại BTCT chắc chắn giếng trời thoáng mát, sáng tự nhiên
+ khu dân cư hiện hữu, không quy hoạch lộ giới, nơi an cư ổn định, an ninh, yên tĩnh
+ sổ hồng riêng biệt, pháp lý sạch, hoàn công đầy đủ, mua bán công chứng ngay 
+ giá 5ty88",23.0,100.0,3.8333333333333335,4.0,2.0,nha_ngo_hem,da_co_so,noi_that_cao_cap,dong_nam,hem_xe_hoi,phuong_11_quan_binh_thanh,phuong_binh_loi_trung,5.88
50M2 Chỉ 3.75 Tỷ HXH tránh Ngô Tất Tố kế Quận 1,"+ Vị Trí: Ngô Tất Tố, view Landmark 
+ Hẻm xe hơi tránh, di chuyển Quận 1 chỉ 1 phút 
+ Kết cấu : 3.6 x 11m. Nở hậu 3.7m 1 trệt, 1 lầu, 2PN 2 WC 
+ Tiện ích xung quanh đầy đủ",40.0,50.0,3.6363636363636362,2.0,2.0,nha_ngo_hem,da_co_so,hoan_thien_co_ban,tay_bac,hem_xe_hoi,phuong_22_quan_binh_thanh,phuong_thanh_my_tay,3.75
"mới KENG, 58m2, 3pn, Lê Quang Định P11 Bình Thạnh,Gần quận1, 5.39..t.ỷ","mới KENG, 58m2, 3pn, Lê Quang Định P11 Bình Thạnh, Gần Sân bay, Gần quận1, 5.39..t.ỷ

3 Phòng ngủ 2 Wc , Phòng khách Bếp, sân đổ xe rộng

nhà XÂY MỚI 4 Tầng ( 1 trệt 2 lầu sân thượng ), Dân trí cao , an ninh tốt

Sổ hồng riêng, hoàn công đủ, công chứng ngay.

Liên hệ em Hòa xem nhà *** tư vấn miễn phí",58.0,58.0,4.440720662234903,4.0,3.0,nha_ngo_hem,da_co_so,noi_that_day_du,dong_nam,hem_xe_hoi,phuong_11_quan_binh_thanh,phuong_binh_loi_trung,5.39
